"Mouse","Stage","Behavior","Time","Amplitude","SEM"
1,"Shocks","Nest",190,0.37,0.37
1,"Shocks","Nest",200,0.28,0.28
1,"Shocks","Nest",210,0,0
1,"Shocks","Nest",220,0.2,0.12
1,"Shocks","Nest",230,0.75,0.46
1,"Shocks","Nest",240,0.03,0.03
1,"Shocks","Nest",250,0,0
1,"Shocks","Nest",260,0.05,0.03
1,"Shocks","Nest",270,1,0.58
1,"Shocks","Nest",280,1.05,0.42
1,"Shocks","Nest",290,0.45,0.45
1,"Shocks","Nest",300,0.48,0.44
1,"Shocks","Nest",310,0.87,0.87
1,"Shocks","Nest",320,0.3,0.3
1,"Shocks","Nest",330,0.75,0.41
1,"Shocks","Nest",340,0.85,0.59
1,"Shocks","Nest",350,0,0
1,"Shocks","Nest",360,0,0
1,"Shocks","Nest",370,0,0
1,"Shocks","Nest",380,0,0
1,"Shocks","Nest",390,0.03,0.03
1,"Shocks","Nest",400,0.2,0.2
1,"Shocks","Nest",410,0.28,0.09
1,"Shocks","Nest",420,0.08,0.05
1,"Shocks","Nest",430,0.33,0.21
1,"Shocks","Nest",440,0,0
1,"Shocks","Nest",450,0.12,0.12
1,"Shocks","Nest",460,0,0
1,"Shocks","Nest",470,0.07,0.07
1,"Shocks","Nest",480,0.7,0.64
1,"Shocks","Nest",490,0.47,0.47
1,"Shocks","Nest",500,0.4,0.3
1,"Shocks","Nest",510,0.25,0.25
1,"Shocks","Nest",520,0.17,0.17
1,"Shocks","Nest",530,0.12,0.12
1,"Shocks","Nest",540,0.33,0.21
1,"Shocks","Nest",550,0.28,0.18
1,"Shocks","Nest",560,0.05,0.05
1,"Shocks","Nest",570,0.3,0.27
1,"Shocks","Nest",580,0.78,0.5
1,"Shocks","Nest",590,0.42,0.36
1,"Shocks","Nest",600,0.12,0.12
1,"Shocks","Nest",610,0.12,0.12
1,"Shocks","Nest",620,0.3,0.18
1,"Shocks","Nest",630,0.2,0.11
1,"Shocks","Nest",640,0.15,0.1
1,"Shocks","Nest",650,0,0
1,"Shocks","Nest",660,0.2,0.08
1,"Shocks","Nest",670,0.2,0.07
1,"Shocks","Nest",680,0.65,0.23
1,"Shocks","Nest",690,0.32,0.12
1,"Shocks","Nest",700,0.25,0.09
1,"Shocks","Nest",710,0.28,0.16
1,"Shocks","Nest",720,0.33,0.1
1,"Shocks","Nest",730,0.9,0.3
1,"Shocks","Nest",740,0.8,0.42
1,"Shocks","Nest",750,0.47,0.26
1,"Shocks","Nest",760,1,0.6
1,"Shocks","Nest",770,1.22,0.6
1,"Shocks","Nest",780,1.1,0.63
1,"Shocks","Nest",790,0.9,0.34
1,"Shocks","Nest",800,0.2,0.14
1,"Shocks","Nest",810,0.7,0.26
1,"Shocks","Nest",820,1.02,0.59
1,"Shocks","Nest",830,0.62,0.29
1,"Shocks","Nest",840,0.37,0.23
1,"Shocks","Nest",850,0.37,0.14
1,"Shocks","Nest",860,1.03,0.48
1,"Shocks","Nest",870,1.27,0.57
1,"Shocks","Nest",880,0.35,0.24
1,"Shocks","Nest",890,0.78,0.59
1,"Shocks","Nest",900,0.6,0.38
1,"Shocks","Nest",910,0.3,0.21
1,"Shocks","Nest",920,1.12,0.24
1,"Shocks","Nest",930,0.22,0.11
1,"Shocks","Nest",940,0.22,0.14
1,"Shocks","Nest",950,0.57,0.33
1,"Shocks","Nest",960,1,0.43
1,"Shocks","Nest",970,2.45,0.86
1,"Shocks","Nest",980,1,0.64
1,"Shocks","Nest",990,1.57,0.46
1,"Shocks","Nest",1000,2.65,0.48
1,"Shocks","Nest",1010,2.23,0.69
1,"Shocks","Nest",1020,1.45,0.55
1,"Shocks","Nest",1030,1.2,0.65
1,"Shocks","Nest",1040,0.37,0.37
1,"Shocks","Nest",1050,0.42,0.42
1,"Shocks","Nest",1060,0.05,0.05
1,"Shocks","Nest",1070,1.02,0.36
1,"Shocks","Nest",1080,0.47,0.47
1,"Shocks","Nest",1090,0.55,0.55
1,"Shocks","Nest",1100,0.72,0.63
1,"Shocks","Nest",1110,0.8,0.48
1,"Shocks","Nest",1120,0.77,0.37
1,"Shocks","Nest",1130,1.07,0.63
1,"Shocks","Nest",1140,0.1,0.1
1,"Shocks","Nest",1150,0.33,0.33
1,"Shocks","Nest",1160,0.53,0.38
1,"Shocks","Nest",1170,0.03,0.03
1,"Shocks","Nest",1180,0.65,0.43
1,"Shocks","Nest",1190,1.07,0.92
1,"Shocks","Nest",1200,0.68,0.4
1,"Shocks","Nest",1210,1.85,0.7
1,"Shocks","Nest",1220,0.78,0.43
1,"Shocks","Nest",1230,0.3,0.3
1,"Shocks","Nest",1240,0.07,0.07
1,"Shocks","Nest",1250,0.1,0.1
1,"Shocks","Nest",1260,0.03,0.03
1,"Shocks","Nest",1270,0.33,0.33
1,"Shocks","Nest",1280,0.95,0.44
1,"Shocks","Nest",1290,0.55,0.31
1,"Shocks","Nest",1300,0,0
1,"Shocks","Nest",1310,0.87,0.3
1,"Shocks","Nest",1320,1.62,0.95
1,"Shocks","Nest",1330,0.75,0.44
1,"Shocks","Nest",1340,1.15,0.93
1,"Shocks","Nest",1350,0.97,0.71
1,"Shocks","Nest",1360,1.18,0.49
1,"Shocks","Nest",1370,0.82,0.73
1,"Shocks","Nest",1380,1.27,0.97
1,"Shocks","Nest",1390,2.42,0.81
1,"Shocks","Nest",1400,2.55,0.61
1,"Shocks","Nest",1410,2.6,0.63
1,"Shocks","Nest",1420,2.3,0.69
1,"Shocks","Nest",1430,3.1,0.69
6,"Baseline","Nest",0,0.7,0.42
6,"Baseline","Nest",10,0.8,0.54
6,"Baseline","Nest",20,0.37,0.34
6,"Baseline","Nest",30,0.05,0.05
6,"Baseline","Nest",40,0,0
6,"Baseline","Nest",50,0,0
6,"Baseline","Nest",60,0,0
6,"Baseline","Nest",70,0.2,0.2
6,"Baseline","Nest",80,0.35,0.35
6,"Baseline","Nest",90,0.22,0.09
6,"Baseline","Nest",100,0,0
6,"Baseline","Nest",110,0,0
6,"Baseline","Nest",120,0,0
6,"Baseline","Nest",130,0,0
6,"Baseline","Nest",140,0.05,0.05
6,"Baseline","Nest",150,0.05,0.05
6,"Baseline","Nest",160,0.25,0.17
6,"Baseline","Nest",170,0.43,0.09
6,"Baseline","Nest",180,0.05,0.05
6,"Baseline","Nest",190,0,0
6,"Baseline","Nest",200,0,0
6,"Baseline","Nest",210,0.1,0.1
6,"Baseline","Nest",220,0.33,0.29
6,"Baseline","Nest",230,0.3,0.27
6,"Baseline","Nest",240,0.4,0.37
6,"Baseline","Nest",250,0.32,0.19
6,"Baseline","Nest",260,0.23,0.23
6,"Baseline","Nest",270,0.12,0.12
6,"Baseline","Nest",280,0.33,0.33
6,"Baseline","Nest",290,0.33,0.29
6,"Baseline","Nest",300,0.23,0.23
6,"Baseline","Nest",310,1.2,0.72
6,"Baseline","Nest",320,0.15,0.09
6,"Baseline","Nest",330,0,0
6,"Baseline","Nest",340,0.5,0.44
6,"Baseline","Nest",350,0.5,0.5
6,"Baseline","Nest",360,0.45,0.42
6,"Baseline","Nest",370,0,0
6,"Baseline","Nest",380,0.28,0.21
6,"Baseline","Nest",390,0.08,0.05
6,"Baseline","Nest",400,0.32,0.19
6,"Baseline","Nest",410,0.07,0.07
6,"Baseline","Nest",420,0,0
6,"Baseline","Nest",430,0,0
6,"Baseline","Nest",440,0,0
6,"Baseline","Nest",450,0,0
6,"Baseline","Nest",460,0.03,0.03
6,"Baseline","Nest",470,0.12,0.12
6,"Baseline","Nest",480,0,0
6,"Baseline","Nest",490,0.03,0.03
6,"Baseline","Nest",500,0.05,0.05
6,"Baseline","Nest",510,0.15,0.09
6,"Baseline","Nest",520,0.7,0.27
6,"Baseline","Nest",530,0.33,0.26
6,"Baseline","Nest",540,0,0
6,"Baseline","Nest",550,0,0
6,"Baseline","Nest",560,0.05,0.05
6,"Baseline","Nest",570,0.72,0.72
6,"Baseline","Nest",580,0.97,0.58
6,"Baseline","Nest",590,0.5,0.38
6,"Baseline","Nest",600,0.23,0.13
6,"Baseline","Nest",610,0.45,0.39
6,"Baseline","Nest",620,0.4,0.28
6,"Baseline","Nest",630,0,0
6,"Baseline","Nest",640,0.03,0.03
6,"Baseline","Nest",650,0,0
6,"Baseline","Nest",660,0.1,0.1
6,"Baseline","Nest",670,0.22,0.09
6,"Baseline","Nest",680,0.1,0.07
6,"Baseline","Nest",690,0.2,0.2
6,"Baseline","Nest",700,0.8,0.62
6,"Baseline","Nest",710,1.18,0.49
6,"Baseline","Nest",720,0.78,0.34
6,"Baseline","Nest",730,1.6,0.29
6,"Baseline","Nest",740,1.77,0.22
6,"Baseline","Nest",750,1.53,0.35
6,"Baseline","Nest",760,1.68,0.37
6,"Baseline","Nest",770,1.4,0.27
6,"Baseline","Nest",780,1.3,0.18
6,"Baseline","Nest",790,0.78,0.33
6,"Baseline","Nest",800,1.02,0.22
6,"Baseline","Nest",810,1.15,0.44
6,"Baseline","Nest",820,0.65,0.27
6,"Baseline","Nest",830,0.45,0.45
6,"Baseline","Nest",840,0.3,0.21
6,"Baseline","Nest",850,0.65,0.38
6,"Baseline","Nest",860,0.65,0.31
6,"Baseline","Nest",870,0.87,0.44
6,"Baseline","Nest",880,0.3,0.19
6,"Baseline","Nest",890,0.45,0.26
6,"Baseline","Nest",900,0.4,0.37
6,"Baseline","Nest",910,0.68,0.42
6,"Baseline","Nest",920,0.68,0.34
6,"Baseline","Nest",930,0.75,0.27
6,"Baseline","Nest",940,1.15,0.41
6,"Baseline","Nest",950,1.25,0.42
6,"Baseline","Nest",960,0.7,0.24
6,"Baseline","Nest",970,0.62,0.35
6,"Baseline","Nest",980,0.95,0.57
6,"Baseline","Nest",990,0.85,0.31
6,"Baseline","Nest",1000,0.62,0.5
6,"Baseline","Nest",1010,1,0.35
6,"Baseline","Nest",1020,0.6,0.24
6,"Baseline","Nest",1030,0.95,0.51
6,"Baseline","Nest",1040,0.62,0.45
6,"Baseline","Nest",1050,0.33,0.29
6,"Baseline","Nest",1060,1.1,0.43
6,"Baseline","Nest",1070,0.9,0.52
6,"Baseline","Nest",1080,0.55,0.43
6,"Baseline","Nest",1090,0.58,0.51
6,"Baseline","Nest",1100,0.28,0.28
6,"Baseline","Nest",1110,0,0
6,"Baseline","Nest",1120,0.05,0.05
6,"Baseline","Nest",1130,0.05,0.03
6,"Baseline","Nest",1140,1.02,0.61
6,"Baseline","Nest",1150,0.82,0.26
6,"Baseline","Nest",1160,1.05,0.36
6,"Baseline","Nest",1170,1,0.34
6,"Baseline","Nest",1180,0.65,0.41
6,"Baseline","Nest",1190,0.73,0.42
6,"Baseline","Nest",1200,0,0
6,"Baseline","Nest",1210,0.85,0.31
6,"Baseline","Nest",1220,0.62,0.45
6,"Baseline","Nest",1230,0.65,0.34
6,"Baseline","Nest",1240,0.4,0.3
6,"Baseline","Nest",1250,0.47,0.31
6,"Baseline","Nest",1260,0.85,0.42
6,"Baseline","Nest",1270,0.17,0.12
6,"Baseline","Nest",1280,0,0
6,"Baseline","Nest",1290,0.1,0.1
6,"Baseline","Nest",1300,0.57,0.35
6,"Baseline","Nest",1310,0.68,0.61
6,"Baseline","Nest",1320,0.3,0.24
6,"Baseline","Nest",1330,0.47,0.41
6,"Baseline","Nest",1340,0.35,0.21
6,"Baseline","Nest",1350,0.37,0.37
6,"Baseline","Nest",1360,0.47,0.41
6,"Baseline","Nest",1370,0.6,0.27
6,"Baseline","Nest",1380,0.82,0.3
6,"Baseline","Nest",1390,1,0.4
6,"Baseline","Nest",1400,1.02,0.41
6,"Baseline","Nest",1410,0.85,0.55
6,"Baseline","Nest",1420,0.73,0.26
6,"Baseline","Nest",1430,0.85,0.46
6,"Post","Nest",0,1.07,0.31
6,"Post","Nest",10,1.7,0.08
6,"Post","Nest",20,1.9,0.51
6,"Post","Nest",30,2.4,0.54
6,"Post","Nest",40,2.15,0.21
6,"Post","Nest",50,0.6,0.23
6,"Post","Nest",60,1.35,0.77
6,"Post","Nest",70,0.5,0.37
6,"Post","Nest",80,1.12,1.12
6,"Post","Nest",90,0.45,0.35
6,"Post","Nest",100,0.25,0.22
6,"Post","Nest",110,0.4,0.24
6,"Post","Nest",120,0.87,0.43
6,"Post","Nest",130,1.27,0.64
6,"Post","Nest",140,1.3,0.48
6,"Post","Nest",150,1.32,0.68
6,"Post","Nest",160,0.68,0.54
6,"Post","Nest",170,0.22,0.17
6,"Post","Nest",180,0.23,0.11
6,"Post","Nest",190,0.08,0.03
6,"Post","Nest",200,0.55,0.42
6,"Post","Nest",210,0.62,0.34
6,"Post","Nest",220,0.17,0.17
6,"Post","Nest",230,1.3,0.69
6,"Post","Nest",240,1.6,0.53
6,"Post","Nest",250,1.25,0.56
6,"Post","Nest",260,0.77,0.68
6,"Post","Nest",270,0.37,0.34
6,"Post","Nest",280,1.05,0.55
6,"Post","Nest",290,0.95,0.76
6,"Post","Nest",300,1.28,0.65
6,"Post","Nest",310,0.85,0.6
6,"Post","Nest",320,0.58,0.51
6,"Post","Nest",330,0.3,0.16
6,"Post","Nest",340,0.45,0.42
6,"Post","Nest",350,0.55,0.31
6,"Post","Nest",360,1,0.38
6,"Post","Nest",370,0.6,0.41
6,"Post","Nest",380,0.9,0.51
6,"Post","Nest",390,0.15,0.06
6,"Post","Nest",400,0.48,0.35
6,"Post","Nest",410,0.03,0.03
6,"Post","Nest",420,0.1,0.04
6,"Post","Nest",430,0.22,0.16
6,"Post","Nest",440,0.55,0.52
6,"Post","Nest",450,0.85,0.82
6,"Post","Nest",460,0.28,0.09
6,"Post","Nest",470,1.3,0.73
6,"Post","Nest",480,1.77,0.57
6,"Post","Nest",490,1.5,0.76
6,"Post","Nest",500,0.8,0.64
6,"Post","Nest",510,0.05,0.03
6,"Post","Nest",520,0.08,0.05
6,"Post","Nest",530,0.08,0.05
6,"Post","Nest",540,0.15,0.06
6,"Post","Nest",550,0.4,0.37
6,"Post","Nest",560,1.02,0.57
6,"Post","Nest",570,1.3,0.4
6,"Post","Nest",580,1.1,0.41
6,"Post","Nest",590,0.68,0.47
6,"Post","Nest",600,1.43,0.6
6,"Post","Nest",610,1.02,0.59
6,"Post","Nest",620,0.07,0.07
6,"Post","Nest",630,0.08,0.05
6,"Post","Nest",640,0.03,0.03
6,"Post","Nest",650,0.6,0.5
6,"Post","Nest",660,0.9,0.44
6,"Post","Nest",670,1.9,0.29
6,"Post","Nest",680,2.7,0.36
6,"Post","Nest",690,2.98,0.48
6,"Post","Nest",700,2.17,0.55
6,"Post","Nest",710,1.75,0.65
6,"Post","Nest",720,1.4,0.78
6,"Post","Nest",730,1.73,0.82
6,"Post","Nest",740,1.6,0.75
6,"Post","Nest",750,2.15,0.78
6,"Post","Nest",760,2.02,1.15
6,"Post","Nest",770,1.65,0.79
6,"Post","Nest",780,1.3,0.78
6,"Post","Nest",790,1.18,0.65
6,"Post","Nest",800,1.02,0.46
6,"Post","Nest",810,1.95,1.1
6,"Post","Nest",820,2.1,1.16
6,"Post","Nest",830,2.4,0.82
6,"Post","Nest",840,1.78,0.6
6,"Post","Nest",850,1.45,0.98
6,"Post","Nest",860,2.03,1.18
6,"Post","Nest",870,1.77,0.97
6,"Post","Nest",880,1.43,0.64
6,"Post","Nest",890,0.58,0.35
6,"Post","Nest",900,0.85,0.78
6,"Post","Nest",910,1.15,0.81
6,"Post","Nest",920,0.82,0.69
6,"Post","Nest",930,1.1,0.9
6,"Post","Nest",940,2.05,1.16
6,"Post","Nest",950,2.23,0.4
6,"Post","Nest",960,2.87,0.73
6,"Post","Nest",970,2.7,0.9
6,"Post","Nest",980,1.95,0.66
6,"Post","Nest",990,0.83,0.44
6,"Post","Nest",1000,0.42,0.42
6,"Post","Nest",1010,0.6,0.33
6,"Post","Nest",1020,0.98,0.87
6,"Post","Nest",1030,1.7,0.83
6,"Post","Nest",1040,1.92,0.96
6,"Post","Nest",1050,2.15,0.83
6,"Post","Nest",1060,2.75,0.82
6,"Post","Nest",1070,2.02,0.8
6,"Post","Nest",1080,1.3,0.66
6,"Post","Nest",1090,1.07,1.01
6,"Post","Nest",1100,1.73,0.65
6,"Post","Nest",1110,1.9,0.88
6,"Post","Nest",1120,1.85,0.62
6,"Post","Nest",1130,2.23,0.73
6,"Post","Nest",1140,1.12,0.45
6,"Post","Nest",1150,0.68,0.37
6,"Post","Nest",1160,0.9,0.83
6,"Post","Nest",1170,0.35,0.24
6,"Post","Nest",1180,0.62,0.53
6,"Post","Nest",1190,0.25,0.09
6,"Post","Nest",1200,0.48,0.35
6,"Post","Nest",1210,1,0.52
6,"Post","Nest",1220,0.93,0.86
6,"Post","Nest",1230,0.9,0.87
6,"Post","Nest",1240,1.35,0.6
6,"Post","Nest",1250,1.87,1.06
6,"Post","Nest",1260,1.27,0.75
6,"Post","Nest",1270,1.77,1.05
6,"Post","Nest",1280,1.33,0.67
6,"Post","Nest",1290,1.25,0.96
6,"Post","Nest",1300,1.12,0.91
6,"Post","Nest",1310,1.55,0.88
6,"Post","Nest",1320,1.2,0.53
6,"Post","Nest",1330,0.72,0.41
6,"Post","Nest",1340,1.63,0.59
6,"Post","Nest",1350,2.62,0.89
6,"Post","Nest",1360,2,0.73
6,"Post","Nest",1370,2.17,0.81
6,"Post","Nest",1380,1.73,0.54
6,"Post","Nest",1390,1.95,0.7
6,"Post","Nest",1400,2,0.65
6,"Post","Nest",1410,2.45,0.54
6,"Post","Nest",1420,1.62,0.6
6,"Post","Nest",1430,0.95,0.29
6,"Shocks","Nest",0,1.15,0.38
6,"Shocks","Nest",10,0.73,0.23
6,"Shocks","Nest",20,2.45,0.63
6,"Shocks","Nest",30,2.02,0.53
6,"Shocks","Nest",40,1.4,0.47
6,"Shocks","Nest",50,1.55,0.74
6,"Shocks","Nest",60,0.35,0.32
6,"Shocks","Nest",70,0.15,0.15
6,"Shocks","Nest",80,0,0
6,"Shocks","Nest",90,0,0
6,"Shocks","Nest",100,0,0
6,"Shocks","Nest",110,0.38,0.24
6,"Shocks","Nest",120,0.25,0.15
6,"Shocks","Nest",130,0.43,0.36
6,"Shocks","Nest",140,0.82,0.28
6,"Shocks","Nest",150,1.05,0.46
6,"Shocks","Nest",160,1.05,0.77
6,"Shocks","Nest",170,0.72,0.69
6,"Shocks","Nest",180,0.53,0.53
6,"Shocks","Nest",190,0.83,0.69
6,"Shocks","Nest",200,0.5,0.4
6,"Shocks","Nest",210,0.22,0.16
6,"Shocks","Nest",220,0.58,0.31
6,"Shocks","Nest",230,1.23,0.72
6,"Shocks","Nest",240,1.85,0.9
6,"Shocks","Nest",250,1.27,0.52
6,"Shocks","Nest",260,0.62,0.32
6,"Shocks","Nest",270,0.55,0.42
6,"Shocks","Nest",280,0.17,0.07
6,"Shocks","Nest",290,0.05,0.03
6,"Shocks","Nest",300,0.23,0.09
6,"Shocks","Nest",310,0.48,0.38
6,"Shocks","Nest",320,0.4,0.37
6,"Shocks","Nest",330,0.15,0.05
6,"Shocks","Nest",340,0,0
6,"Shocks","Nest",350,0.25,0.09
6,"Shocks","Nest",360,0.62,0.45
6,"Shocks","Nest",370,1.77,0.75
6,"Shocks","Nest",380,1.12,0.52
6,"Shocks","Nest",390,0.33,0.26
6,"Shocks","Nest",400,0.05,0.03
6,"Shocks","Nest",410,0.12,0.12
6,"Shocks","Nest",420,0.47,0.29
6,"Shocks","Nest",430,0.5,0.5
6,"Shocks","Nest",440,0.4,0.31
6,"Shocks","Nest",450,0.03,0.03
6,"Shocks","Nest",460,0.42,0.42
6,"Shocks","Nest",470,0.98,0.34
6,"Shocks","Nest",480,2.17,0.86
6,"Shocks","Nest",490,1.55,0.66
6,"Shocks","Nest",500,1.42,0.57
6,"Shocks","Nest",510,0.73,0.35
6,"Shocks","Nest",520,0.93,0.54
6,"Shocks","Nest",530,0.98,0.64
6,"Shocks","Nest",540,0.65,0.5
6,"Shocks","Nest",550,1,0.55
6,"Shocks","Nest",560,0.65,0.46
6,"Shocks","Nest",570,0.33,0.17
6,"Shocks","Nest",580,0.45,0.35
6,"Shocks","Nest",590,0.68,0.54
6,"Shocks","Nest",600,0.82,0.48
6,"Shocks","Nest",610,1.4,0.73
6,"Shocks","Nest",620,2.03,0.7
6,"Shocks","Nest",630,1.62,0.69
6,"Shocks","Nest",640,1.77,0.78
6,"Shocks","Nest",650,1.73,0.58
6,"Shocks","Nest",660,1.52,0.77
6,"Shocks","Nest",670,0.57,0.15
6,"Shocks","Nest",680,0.17,0.17
6,"Shocks","Nest",690,0.17,0.17
6,"Shocks","Nest",700,0.55,0.55
6,"Shocks","Nest",710,1.27,0.56
6,"Shocks","Nest",720,2.05,0.78
6,"Shocks","Nest",730,2.93,0.69
6,"Shocks","Nest",740,2.35,0.91
6,"Shocks","Nest",750,3.75,0.37
6,"Shocks","Nest",760,2.75,0.92
6,"Shocks","Nest",770,3.33,0.42
6,"Shocks","Nest",780,3.25,0.59
6,"Shocks","Nest",790,2.78,0.46
6,"Shocks","Nest",800,2.6,0.82
6,"Shocks","Nest",810,1.58,0.83
6,"Shocks","Nest",820,2.08,1.14
6,"Shocks","Nest",830,2.27,1.17
6,"Shocks","Nest",840,2.1,0.69
6,"Shocks","Nest",850,2.4,0.87
6,"Shocks","Nest",860,3.53,0.3
6,"Shocks","Nest",870,3.87,0.25
6,"Shocks","Nest",880,1.7,0.75
6,"Shocks","Nest",890,0.8,0.7
6,"Shocks","Nest",900,0.58,0.44
6,"Shocks","Nest",910,1.25,0.67
6,"Shocks","Nest",920,0.87,0.66
6,"Shocks","Nest",930,0.03,0.03
6,"Shocks","Nest",940,0.1,0.07
6,"Shocks","Nest",950,1.83,1.1
6,"Shocks","Nest",960,2.52,0.9
6,"Shocks","Nest",970,3.12,1.05
6,"Shocks","Nest",980,3.33,1.01
6,"Shocks","Nest",990,3.35,0.21
6,"Shocks","Nest",1000,2.67,0.71
6,"Shocks","Nest",1010,1.4,0.71
6,"Shocks","Nest",1020,0.68,0.39
6,"Shocks","Nest",1030,0.85,0.75
6,"Shocks","Nest",1040,0.17,0.17
6,"Shocks","Nest",1050,0.35,0.28
6,"Shocks","Nest",1060,1.37,0.92
6,"Shocks","Nest",1070,1.95,1
6,"Shocks","Nest",1080,1.18,1.02
6,"Shocks","Nest",1090,1.98,1.03
6,"Shocks","Nest",1100,1.87,0.7
6,"Shocks","Nest",1110,1.73,0.96
6,"Shocks","Nest",1120,1.57,0.91
6,"Shocks","Nest",1130,1.17,0.67
6,"Shocks","Nest",1140,0.58,0.31
6,"Shocks","Nest",1150,1.87,0.65
6,"Shocks","Nest",1160,1.95,0.96
6,"Shocks","Nest",1170,1.18,0.65
6,"Shocks","Nest",1180,0.2,0.12
6,"Shocks","Nest",1190,0.23,0.23
6,"Shocks","Nest",1200,0.95,0.95
6,"Shocks","Nest",1210,0.75,0.75
6,"Shocks","Nest",1220,0.58,0.38
6,"Shocks","Nest",1230,1.17,1.07
6,"Shocks","Nest",1240,1.05,0.89
6,"Shocks","Nest",1250,0.97,0.44
6,"Shocks","Nest",1260,1.92,1
6,"Shocks","Nest",1270,1.92,1.06
6,"Shocks","Nest",1280,1,0.87
6,"Shocks","Nest",1290,0.68,0.68
6,"Shocks","Nest",1300,0.57,0.35
6,"Shocks","Nest",1310,0.93,0.7
6,"Shocks","Nest",1320,0.7,0.7
6,"Shocks","Nest",1330,0.73,0.63
6,"Shocks","Nest",1340,0.05,0.03
6,"Shocks","Nest",1350,0.25,0.18
6,"Shocks","Nest",1360,2.02,1.09
6,"Shocks","Nest",1370,3,0.99
6,"Shocks","Nest",1380,3.53,0.65
6,"Shocks","Nest",1390,3.67,0.74
6,"Shocks","Nest",1400,2.65,0.42
6,"Shocks","Nest",1410,2.45,0.93
6,"Shocks","Nest",1420,1.48,0.82
6,"Shocks","Nest",1430,1.32,0.82
7,"Baseline","Nest",0,1.15,0.63
7,"Baseline","Nest",10,1.67,0.89
7,"Baseline","Nest",20,0.87,0.87
7,"Baseline","Nest",30,0.2,0.2
7,"Baseline","Nest",40,0.45,0.45
7,"Baseline","Nest",50,0,0
7,"Baseline","Nest",60,0.03,0.03
7,"Baseline","Nest",70,0.25,0.25
7,"Baseline","Nest",80,0,0
7,"Baseline","Nest",90,0,0
7,"Baseline","Nest",100,0.23,0.23
7,"Baseline","Nest",110,0.37,0.23
7,"Baseline","Nest",120,0,0
7,"Baseline","Nest",130,0,0
7,"Baseline","Nest",140,0,0
7,"Baseline","Nest",150,0,0
7,"Baseline","Nest",160,0.17,0.17
7,"Baseline","Nest",170,0,0
7,"Baseline","Nest",180,0.03,0.03
7,"Baseline","Nest",190,0,0
7,"Baseline","Nest",200,0.12,0.12
7,"Baseline","Nest",210,0.42,0.36
7,"Baseline","Nest",220,0.55,0.36
7,"Baseline","Nest",230,0.15,0.15
7,"Baseline","Nest",240,0.12,0.12
7,"Baseline","Nest",250,0.07,0.07
7,"Baseline","Nest",260,0.2,0.14
7,"Baseline","Nest",270,0.12,0.08
7,"Baseline","Nest",280,0.1,0.1
7,"Baseline","Nest",290,0.22,0.14
7,"Baseline","Nest",300,0.28,0.09
7,"Baseline","Nest",310,0.5,0.31
7,"Baseline","Nest",320,0.15,0.15
7,"Baseline","Nest",330,0.03,0.03
7,"Baseline","Nest",340,0,0
7,"Baseline","Nest",350,0,0
7,"Baseline","Nest",360,0,0
7,"Baseline","Nest",370,0.05,0.05
7,"Baseline","Nest",380,0,0
7,"Baseline","Nest",390,0,0
7,"Baseline","Nest",400,0,0
7,"Baseline","Nest",410,0,0
7,"Baseline","Nest",420,0.1,0.07
7,"Baseline","Nest",430,0.57,0.33
7,"Baseline","Nest",440,0.35,0.35
7,"Baseline","Nest",450,0.08,0.05
7,"Baseline","Nest",460,0.3,0.3
7,"Baseline","Nest",470,0.47,0.35
7,"Baseline","Nest",480,0.5,0.5
7,"Baseline","Nest",490,0.45,0.45
7,"Baseline","Nest",500,0.42,0.42
7,"Baseline","Nest",510,0.07,0.07
7,"Baseline","Nest",520,0.05,0.05
7,"Baseline","Nest",530,0,0
7,"Baseline","Nest",540,0.05,0.03
7,"Baseline","Nest",550,0.07,0.07
7,"Baseline","Nest",560,0.08,0.05
7,"Baseline","Nest",570,0.2,0.2
7,"Baseline","Nest",580,0.15,0.1
7,"Baseline","Nest",590,0.3,0.24
7,"Baseline","Nest",600,0.03,0.03
7,"Baseline","Nest",610,0,0
7,"Baseline","Nest",620,0.05,0.03
7,"Baseline","Nest",630,0.03,0.03
7,"Baseline","Nest",640,0.35,0.29
7,"Baseline","Nest",650,0.43,0.39
7,"Baseline","Nest",660,0.4,0.23
7,"Baseline","Nest",670,0.35,0.35
7,"Baseline","Nest",680,0,0
7,"Baseline","Nest",690,0,0
7,"Baseline","Nest",700,0.15,0.12
7,"Baseline","Nest",710,0.05,0.03
7,"Baseline","Nest",720,0.1,0.04
7,"Baseline","Nest",730,0.85,0.17
7,"Baseline","Nest",740,1.4,0.36
7,"Baseline","Nest",750,1.87,0.41
7,"Baseline","Nest",760,1.37,0.19
7,"Baseline","Nest",770,1.32,0.19
7,"Baseline","Nest",780,1,0.11
7,"Baseline","Nest",790,0.53,0.36
7,"Baseline","Nest",800,1.4,0.54
7,"Baseline","Nest",810,0.6,0.3
7,"Baseline","Nest",820,0.93,0.58
7,"Baseline","Nest",830,1.37,0.09
7,"Baseline","Nest",840,1.8,0.58
7,"Baseline","Nest",850,1.95,0.7
7,"Baseline","Nest",860,1.25,0.75
7,"Baseline","Nest",870,1.17,0.61
7,"Baseline","Nest",880,0.65,0.4
7,"Baseline","Nest",890,1.6,0.61
7,"Baseline","Nest",900,1.25,0.6
7,"Baseline","Nest",910,0.85,0.39
7,"Baseline","Nest",920,0.5,0.5
7,"Baseline","Nest",930,0.1,0.07
7,"Baseline","Nest",940,0.45,0.39
